Num. cliques,Min. gates,label
40,15.8532949259482,"zeroing=True, upper=True"
41,16.8382389479101,"zeroing=True, upper=True"
42,17.6669679007996,"zeroing=True, upper=True"
43,18.2891480932866,"zeroing=True, upper=True"
44,18.6675209400109,"zeroing=True, upper=True"
45,18.7813023483758,"zeroing=True, upper=True"
46,18.6280596321839,"zeroing=True, upper=True"
47,18.2238025265953,"zeroing=True, upper=True"
48,17.6013481783498,"zeroing=True, upper=True"
49,16.807318475193,"zeroing=True, upper=True"
50,15.8982938379431,"zeroing=True, upper=True"
51,14.9365951732356,"zeroing=True, upper=True"
52,13.9858986509413,"zeroing=True, upper=True"
53,13.1065533997964,"zeroing=True, upper=True"
54,12.3503390369345,"zeroing=True, upper=True"
55,11.7547155305641,"zeroing=True, upper=True"
56,11.3373903065467,"zeroing=True, upper=True"
57,11.0928869890093,"zeroing=True, upper=True"
58,10.9931076122888,"zeroing=True, upper=True"
59,10.9931076122888,"zeroing=True, upper=True"
60,11.0414795784994,"zeroing=True, upper=True"
61,11.0926244325199,"zeroing=True, upper=True"
62,11.1169373164996,"zeroing=True, upper=True"
63,11.1054186061621,"zeroing=True, upper=True"
64,11.067396091756,"zeroing=True, upper=True"
65,11.0228791264436,"zeroing=True, upper=True"
66,10.9931076122888,"zeroing=True, upper=True"
67,10.9931076122888,"zeroing=True, upper=True"
68,11.0285528487729,"zeroing=True, upper=True"
69,11.0969319272785,"zeroing=True, upper=True"
70,11.1911920151334,"zeroing=True, upper=True"
71,11.3034622268088,"zeroing=True, upper=True"
72,11.4271295385061,"zeroing=True, upper=True"
73,11.5568034386522,"zeroing=True, upper=True"
74,11.6868068755176,"zeroing=True, upper=True"
75,11.8093311023911,"zeroing=True, upper=True"
76,11.9132845118465,"zeroing=True, upper=True"
77,11.9844148465191,"zeroing=True, upper=True"
78,12.0067828627105,"zeroing=True, upper=True"
79,11.9652867911648,"zeroing=True, upper=True"
80,11.8487227838399,"zeroing=True, upper=True"
81,11.652786905953,"zeroing=True, upper=True"
82,11.3824294344299,"zeroing=True, upper=True"
83,11.053013478196,"zeroing=True, upper=True"
84,10.6897721917864,"zeroing=True, upper=True"
85,10.3251146790637,"zeroing=True, upper=True"
86,9.99350633723693,"zeroing=True, upper=True"
87,9.72414424561411,"zeroing=True, upper=True"
88,9.5326302639151,"zeroing=True, upper=True"
89,9.4141862398023,"zeroing=True, upper=True"
90,9.34197441330122,"zeroing=True, upper=True"
91,9.27361102751824,"zeroing=True, upper=True"
92,9.1660323441097,"zeroing=True, upper=True"
93,8.99393923982181,"zeroing=True, upper=True"
94,8.76276748383425,"zeroing=True, upper=True"
95,8.50744491106101,"zeroing=True, upper=True"
96,8.27522638866966,"zeroing=True, upper=True"
97,8.10158069029228,"zeroing=True, upper=True"
98,7.99440935344808,"zeroing=True, upper=True"
99,7.93683762801265,"zeroing=True, upper=True"
100,7.90455216952748,"zeroing=True, upper=True"
101,7.88235009615001,"zeroing=True, upper=True"
102,7.86753732595424,"zeroing=True, upper=True"
103,7.86207246439622,"zeroing=True, upper=True"
104,7.86506633585627,"zeroing=True, upper=True"
105,7.87257373916804,"zeroing=True, upper=True"
106,7.88121633697063,"zeroing=True, upper=True"
107,7.8898202399905,"zeroing=True, upper=True"
108,7.89838209266903,"zeroing=True, upper=True"
109,7.9069044240572,"zeroing=True, upper=True"
110,7.91539089633713,"zeroing=True, upper=True"
111,7.92384514383269,"zeroing=True, upper=True"
112,7.9322707793179,"zeroing=True, upper=True"
113,7.94067139917464,"zeroing=True, upper=True"
114,7.94905058816527,"zeroing=True, upper=True"
115,7.95741192334768,"zeroing=True, upper=True"
116,7.96575897725817,"zeroing=True, upper=True"
117,7.9740953203242,"zeroing=True, upper=True"
118,7.98242452248973,"zeroing=True, upper=True"
119,7.99075015403626,"zeroing=True, upper=True"
120,7.99907578558278,"zeroing=True, upper=True"
